SourcePath,Filename,Bytes,SHA256,Classification,MatchingStagedArtifact,RecommendedAction,Notes
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\pilot_inputs\P014.json,P014.json,4199,6da885d2f8fcd2d36366af4b81d8d4b5ca0e528a5222fca9cabfaa55127aa2b3,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\pilot_inputs\P015.json,P015.json,3365,5e263abc11710a73562c4ab03b748ee044dae6380f5fa1223dfa91c5545cd415,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\pilot_inputs\P016.json,P016.json,4419,d0597851f3aa70a4e3da37f6cb924deb408f78dfabd2f6410e402de518d5947c,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\pilot_inputs\P017.json,P017.json,4298,e0bffaf982f740d72088b215a05199c713c53cb4481cd3bd74b483d7e9d464c8,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\pilot_inputs\P018.json,P018.json,3888,706a334d6f4ce952debf36757f4b106b16216d5865850e0d768226f2d3dc7341,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\pilot_inputs\P019.json,P019.json,4652,54b28872fdac36c67b0b3585baecd6791264fc8a48e63491c3ab6dcc15e08abc,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\pilot_inputs\P020.json,P020.json,4265,830170f22c7ef771485d087b31ba3c2f62830bbe4dec7216114a8773338a05ab,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\PILOT_SEGMENTER_FREEZE_AUDIT.json,PILOT_SEGMENTER_FREEZE_AUDIT.json,2406,165cd9f8859a7f635259876038a79b5299604c088c804f72603bfd5954550865,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\PILOT_SEGMENTER_FREEZE_MANIFEST.json,PILOT_SEGMENTER_FREEZE_MANIFEST.json,25686,658d6448e6ed0ceb2142062aa3c1a9c2152eb232d29aa2bfbb860dee7a826ecb,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\PRE_FREEZE_REHASH_MANIFEST.json,PRE_FREEZE_REHASH_MANIFEST.json,12158,7ecb96d9489cdeb32f26cc6f4d4de77b65d3ed87009fa74c338ac82be54f142c,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\PRE_PREFLIGHT_AUDIT.json,PRE_PREFLIGHT_AUDIT.json,298,5c35bdee3f993303b962cae8ec78f7d783bac5ad86bc9ff3e8fc05e5f002bfcd,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\PRE_PREFLIGHT_HASHES.sha256,PRE_PREFLIGHT_HASHES.sha256,8151,d99b9f2282f0d26e47b48904a787c216ce4ace2842d5098a0da84c98fe281c1c,UNKNOWN,,Potentially relevant non-text artifact; await human review before copying.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\preflight_bound_manifest.json,preflight_bound_manifest.json,408,a0bd77062a3a8dbfed620e547bab991938949304d96ccc16acfb8ad497ef4a51,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\private_mapping\response_id_map.json,response_id_map.json,12900,9776bd74b55269e73dac6c1f99ac4d0d2827052b8a60ece062dc3d69c72e49e7,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\run_plan.json,run_plan.json,10365,5924ca7054c5394a2c1a74567c586c6feabdcbd908f146e52aefeb8102da4449,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\SEGMENTER_EXECUTION_ORDER.json,SEGMENTER_EXECUTION_ORDER.json,590,241694d91635012c0b77c6d998116e1489bc43b782d7bf6ff1d7f0acfdeac22a,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\SEGMENTER_INPUT_MANIFEST.json,SEGMENTER_INPUT_MANIFEST.json,7773,978ce50a5079fac4a4aff62fd9f1302fc502efbd5aa3fcabb10f07a5babeb7c7,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\SEGMENTER_SHARD_MAP.json,SEGMENTER_SHARD_MAP.json,2375,711fbbdfcc687334d6b0c92d1012cc9118909470406c07b14b4da1cead18ea7d,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\00_frozen_inputs\source_audit_summary.json,source_audit_summary.json,659,ab3ebe965e7f5fb714d2b81307eb20530083e20a5661adff96e7aec1c401edb4,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\01_smoke\SMOKE_REPORT.json,SMOKE_REPORT.json,824,c89b2038aa4a41846bc93761e5cb4ee7d9db68a077eee5183de6dd94f123fbb5,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\01_smoke\synthetic_cases.json,synthetic_cases.json,1881,97f59ad9528387e0068b21c2de4a7c05819f89a1859362b9d099e01e3483f0ec,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\01_smoke\synthetic_outputs.json,synthetic_outputs.json,3246,2ffb8ec5a59e55a99cc1e2405751fadb6ca3bedc9ba269a595a2945fd0b56b6c,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\02_prompts\classifier_prompt.md,classifier_prompt.md,1083,07357d9ea96ec8970f61634dbfe6484bec470ecfb3e15e1b040be5fbc95e2b90,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\02_prompts\claude_sonnet_manual_packet_instructions.md,claude_sonnet_manual_packet_instructions.md,1263,8ca269eec0d283d57166c922e51b8899d9de4f13d5797eb8451e9401d5160181,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\02_prompts\principle_audit_prompt.md,principle_audit_prompt.md,479,d57984bbd5d677a6dd33e949e2fa9612fc14e06e5f6d20a6bed1b4bc185d6402,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\02_prompts\rubric_v0.1_draft.md,rubric_v0.1_draft.md,2082,f43efb9266d9068b9e413d9b1bfdbf6a987d90c79969b728dae36a0d84fd4b90,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\02_prompts\segmenter_prompt.md,segmenter_prompt.md,1037,652229b9ea8e994f14aaa61e5e6e11170ad54eb03f0a37a415651127f7f45232,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\03_process_metadata\process_metadata.json,process_metadata.json,18425,5ccb1d3fbb26cf690a6ebf26cef232e5f6b9a2ae0de5e5dfb528323951971b86,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\canonical\P016_SEG_A_CANONICAL.json,P016_SEG_A_CANONICAL.json,835,4cd1734e12964545ad839893e78f85edee764b69b3505e92015c662ececbd1e8,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\canonical\P016_SEG_A_CANONICAL_DISPOSITION.json,P016_SEG_A_CANONICAL_DISPOSITION.json,1285,4bf17d1e06591026409f0ae48883019ac0fc981fb0be2fcf83125c9671731334,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\canonical\P016_SEG_A_CANONICAL_PAYLOAD.json,P016_SEG_A_CANONICAL_PAYLOAD.json,11640,63f2163a8bba993e3b9d71c693748a0be1dfa53027fede6bcc2d4ca07f2e81a7,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\MANIFEST.json,MANIFEST.json,4476,993591a9024ad5ae9a424e8171a860fff0f6b81cc8caa055bbe1fc2fe2afe1e5,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P001.json,P001.json,2477,a9f1f1a236724bad0955608377d413961fb85962934fba9673525d2b9e2a852d,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P002.json,P002.json,3217,33dec0dc53c26eba48b080a2af28ea080f373650591c15347a1adce6901dac49,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P003.json,P003.json,2422,b6e769009ed4d2e256fc53702c62ca31e23ba046f539266406416917c48c0669,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P004.json,P004.json,2303,9f77641d3b49c3b102884a54687a7cd1e1893593c7aef1f846f0f01433b942b6,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P005.json,P005.json,2716,2b35a15d6a7478f646bbab27971ada0dba859891a5566a22e5e36101e0b1819f,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P006.json,P006.json,3463,e6c9bdd14f72caf278d76de331c98ad6f9a5ab64ac9a156b9e887c9e586af985,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P007.json,P007.json,2631,f521372c4fa3659c4fef6f5a11ac4efd57172240a45489a99433edb4063dfd33,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P008.json,P008.json,2258,d3799a5e8ece3014392d2a443a93452ce21d89deefd309672be021383bf8815f,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P009.json,P009.json,2721,765d906644118b767872e1397ed557610d5736cb7a37144d854897034c8403c9,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P010.json,P010.json,2782,dad631bafeb6dfc05d5e04ee52f60ce9764212446f48d10e6a1c7e566dc0bd9b,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P011.json,P011.json,2989,5544c5680fb7d32a9fda50761e3ee0f47c1c6e10d24dd339f59876cd47a15702,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\.codex\.chatgpt-projects\g-p-6a85876cc2548191b7985a31eddb6d5d\measurement_calibration_v0.1\04_segmentation\claude_manual_packets\P012.json,P012.json,2388,8e290981dc5b97da434504be8867b0898e3f4c484336f04ad264d0b121d2d668,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
